id,fecha_utc,latitud,longitud,profundidad_km,magnitud,tipo_magnitud,lugar
us7000j5f1,2023-01-19 05:55:24.886,-24.1169,-66.7256,203.037,4.6,mb,"42 km WNW of San Antonio de los Cobres, Argentina"
us7000j5xr,2023-01-20 22:47:25.624,-19.9447,-68.9255,123.609,4.5,mb,"79 km SSW of Colchane, Chile"
us7000j5zk,2023-01-21 01:50:47.052,-21.4566,-66.6805,228.178,4.0,mb,"74 km SW of Atocha, Bolivia"
us7000j605,2023-01-21 04:05:29.561,-18.2909,-70.755,42.939,4.0,mwr,"51 km SSW of Las Yaras, Peru"
us7000j612,2023-01-21 06:51:30.971,-21.1036,-68.5174,149.1,4.1,mb,"155 km NNE of Calama, Chile"
us7000j62w,2023-01-21 14:37:52.676,-21.6464,-68.4459,138.474,4.4,mb,"102 km NNE of Calama, Chile"
us7000j6c0,2023-01-23 10:52:47.966,-31.3683,-68.6679,110.823,4.2,mb,"15 km WNW of Albardón, Argentina"
us6000jisy,2023-01-23 22:34:17.023,-22.6499,-66.3616,258.434,4.2,mb,"68 km W of Abra Pampa, Argentina"
us6000jisz,2023-01-23 22:35:21.591,-30.5562,-71.8185,28.52,3.9,mwr,"59 km W of Ovalle, Chile"
us6000jivz,2023-01-24 11:23:08.154,-21.3046,-68.3587,115.649,4.6,mwr,"140 km NNE of Calama, Chile"
us6000jiz1,2023-01-24 19:08:29.640,-21.6322,-68.4954,122.614,4.5,mwr,"101 km NNE of Calama, Chile"
us6000jj2x,2023-01-25 04:48:07.614,-26.3582,-71.3099,26.761,4.3,mb,"Off the coast of Atacama, Chile"
us6000jj2y,2023-01-25 05:00:41.457,-28.0891,-67.3111,144.221,4.3,mb,"25 km E of Tinogasta, Argentina"
us6000jjd6,2023-01-26 11:28:13.097,-32.9027,-68.6518,19.256,4.2,mb,"16 km E of Mendoza, Argentina"
us6000jjg6,2023-01-26 15:33:36.751,-22.2386,-67.3046,194.117,4.4,mb,"118 km NE of San Pedro de Atacama, Chile"
us6000jjk4,2023-01-26 22:16:18.969,-17.0363,-71.5323,100.859,4.3,mb,"24 km ENE of Cocachacra, Peru"
us6000jjn7,2023-01-27 10:56:36.526,-19.7052,-69.2271,119.042,4.3,mb,"111 km ENE of Iquique, Chile"
us6000jk7f,2023-01-29 21:49:07.402,-22.0773,-67.2579,183.813,4.4,mb,"133 km NE of San Pedro de Atacama, Chile"
us6000jk86,2023-01-30 00:31:13.997,-21.2199,-68.855,116.292,4.3,mwr,"137 km N of Calama, Chile"
us6000jk98,2023-01-30 06:25:28.942,-21.7194,-68.7214,126.696,4.2,mb,"84 km NNE of Calama, Chile"
us6000jkh3,2023-01-31 04:59:13.634,-28.3346,-67.9314,175.048,4.4,mb,"46 km SW of Tinogasta, Argentina"
us6000jkjh,2023-01-31 16:07:10.826,-19.0377,-69.3349,122.822,4.7,mwr,"119 km ESE of Arica, Chile"
us6000jkkj,2023-01-31 19:45:10.566,-19.6627,-68.4039,148.674,4.6,mb,"49 km SSE of Colchane, Chile"
us6000jkld,2023-01-31 21:51:19.853,-18.895,-69.9048,111.094,4.2,mb,"Tarapaca, Chile"
us6000jkv8,2023-02-01 23:10:57.997,-24.188,-67.227,207.906,4.1,mb,"92 km W of San Antonio de los Cobres, Argentina"
us6000jkvz,2023-02-02 00:26:02.103,-28.3208,-67.6855,160.344,4.2,mb,"Catamarca-La Rioja region, Argentina"
us6000jkwq,2023-02-02 03:38:08.999,-22.9752,-69.9606,43.531,4.4,mb,"87 km NNE of Antofagasta, Chile"
us6000jkxq,2023-02-02 09:08:23.134,-23.5419,-66.928,211.532,4.2,mb,"97 km NW of San Antonio de los Cobres, Argentina"
us6000jkyc,2023-02-02 11:08:33.698,-32.0811,-71.9028,23.456,4.6,mwr,"75 km WNW of La Ligua, Chile"
us6000jkyd,2023-02-02 11:09:32.549,-32.1009,-71.6603,40.86,4.5,mwr,"56 km NW of La Ligua, Chile"
us6000jl1l,2023-02-02 20:37:37.989,-17.1027,-70.2647,137.223,4.4,mb,"11 km ENE of Pujocucho, Peru"
us6000jl5c,2023-02-03 09:50:51.152,-18.862,-69.7288,101.183,4.6,mwr,"73 km SE of Arica, Chile"
us6000jl5e,2023-02-03 10:08:35.963,-20.8536,-69.8924,25.9,4.4,mb,"75 km SSE of Iquique, Chile"
us6000jl95,2023-02-03 21:00:44.462,-30.5726,-71.1985,16.863,4.5,mb,"Near the coast of Coquimbo, Chile"
us6000jlb5,2023-02-04 01:12:49.733,-24.1995,-67.4569,208.484,4.5,mb,"115 km W of San Antonio de los Cobres, Argentina"
us6000jlb9,2023-02-04 02:00:02.845,-32.7442,-69.0982,49.696,4.5,mwr,"30 km WNW of Mendoza, Argentina"
us6000jlbk,2023-02-04 02:46:25.639,-29.9382,-71.6597,28.661,4.2,mwr,"30 km W of Coquimbo, Chile"
us6000jlcq,2023-02-04 07:20:50.151,-19.7304,-69.366,92.108,4.0,mb,"97 km ENE of Iquique, Chile"
us6000jlda,2023-02-04 10:39:53.249,-29.9461,-71.6682,29.099,4.3,mb,"31 km W of Coquimbo, Chile"
us6000jldm,2023-02-04 11:52:20.046,-29.4577,-72.4972,10.0,4.6,mb,"124 km WNW of Coquimbo, Chile"
us6000jlfh,2023-02-04 17:41:22.870,-24.3079,-68.9311,107.329,4.4,mwr,Chile-Argentina border region
us6000jlhg,2023-02-05 01:02:45.785,-29.6487,-71.2511,70.157,5.5,mww,"28 km N of La Serena, Chile"
us6000jliv,2023-02-05 07:08:46.577,-32.7313,-71.7525,31.125,4.0,mb,"Near the coast of Valparaiso, Chile"
us6000jljf,2023-02-05 10:31:32.249,-24.3072,-67.2071,175.925,4.6,mb,"90 km W of San Antonio de los Cobres, Argentina"
us6000jln2,2023-02-06 03:07:16.454,-17.722,-69.6588,156.984,4.0,mb,"32 km E of Palca, Peru"
us6000jlph,2023-02-06 07:48:34.269,-21.2012,-69.0335,95.278,4.3,mwr,"139 km N of Calama, Chile"
us6000jlpu,2023-02-06 08:38:45.283,-31.5961,-69.9343,114.768,4.4,mb,"56 km WSW of Calingasta, Argentina"
us6000jm1q,2023-02-06 18:13:22.718,-33.9519,-70.4956,105.659,4.0,mb,"25 km ENE of Graneros, Chile"
us6000jm33,2023-02-06 21:34:02.739,-24.3158,-67.2323,176.027,4.6,mb,"93 km W of San Antonio de los Cobres, Argentina"
us6000jm7g,2023-02-07 10:22:21.610,-21.5017,-68.5209,130.702,4.2,mb,"113 km NNE of Calama, Chile"
us6000jmdu,2023-02-07 23:12:52.630,-24.2545,-66.9039,174.594,4.7,mwr,"59 km W of San Antonio de los Cobres, Argentina"
us6000jmlp,2023-02-08 23:04:49.149,-20.7098,-68.9032,104.288,4.1,mb,"141 km ESE of Iquique, Chile"
us6000jmmy,2023-02-09 03:50:17.343,-23.9213,-66.9856,250.0,4.4,mb,"75 km WNW of San Antonio de los Cobres, Argentina"
us6000jmn2,2023-02-09 04:23:42.328,-24.1231,-67.1877,238.069,4.0,mb,"88 km W of San Antonio de los Cobres, Argentina"
us6000jmqx,2023-02-09 14:45:46.333,-21.841,-68.6374,131.093,4.3,mb,"74 km NNE of Calama, Chile"
us6000jmrg,2023-02-09 16:25:28.131,-24.2333,-67.4121,201.206,3.9,ml,"111 km W of San Antonio de los Cobres, Argentina"
us6000jn2c,2023-02-10 10:45:10.123,-20.1985,-69.1954,107.116,4.5,mb,"Tarapaca, Chile"
us6000jn2h,2023-02-10 11:08:23.903,-19.0681,-69.2271,125.525,4.4,mb,"Tarapaca, Chile"
us6000jnae,2023-02-11 10:00:41.897,-21.388,-68.692,147.827,4.4,mb,"120 km NNE of Calama, Chile"
us6000jnbv,2023-02-11 20:23:12.427,-21.7568,-68.6623,133.089,4.4,mb,"82 km NNE of Calama, Chile"
us6000jncm,2023-02-11 22:21:06.734,-29.3121,-67.7693,106.715,4.4,mb,"31 km WSW of Chilecito, Argentina"
us6000jnid,2023-02-13 00:16:24.717,-18.2274,-70.1842,103.154,4.2,mb,"Near the coast of Tarapaca, Chile"
us6000jnjx,2023-02-13 07:26:33.014,-26.5677,-71.3857,10.0,4.2,mb,"135 km W of Diego de Almagro, Chile"
us6000jnni,2023-02-13 22:55:04.090,-24.7955,-69.6393,86.293,4.2,mb,"Antofagasta, Chile"
us6000jnny,2023-02-14 00:11:34.847,-21.9053,-70.2645,64.069,4.6,mwr,"Near the coast of Antofagasta, Chile"
us6000jny5,2023-02-14 18:02:12.031,-29.04,-70.0094,122.861,4.6,mwr,"89 km SE of Vallenar, Chile"
us6000jnyc,2023-02-14 19:46:42.003,-23.095,-66.5365,207.585,4.4,mb,"88 km W of El Aguilar, Argentina"
us6000jp6u,2023-02-15 17:15:05.960,-21.1998,-68.8468,116.525,4.4,mb,"61 km W of Ollagüe, Chile"
us6000jp7z,2023-02-15 20:16:43.806,-22.2944,-68.6043,124.999,4.6,mb,"Antofagasta, Chile"
us6000jp8r,2023-02-15 22:12:20.811,-20.0423,-68.0244,170.153,5.0,mww,"106 km SE of Colchane, Chile"
us6000jpab,2023-02-16 03:05:49.970,-22.9722,-66.2487,253.912,4.5,mwr,"63 km WSW of Abra Pampa, Argentina"
us6000jpuk,2023-02-18 04:51:54.569,-31.1506,-70.6183,105.626,4.3,mwr,"60 km SSE of Monte Patria, Chile"
us6000jpxv,2023-02-18 16:10:40.868,-22.2738,-68.6179,111.497,4.2,mb,"37 km ENE of Calama, Chile"
us6000jpzu,2023-02-18 22:13:48.796,-19.9435,-71.0087,16.102,4.7,mwr,"94 km WNW of Puerto, Chile"
us6000jq13,2023-02-19 02:40:40.879,-19.9657,-71.1633,8.527,5.3,mww,"109 km WNW of Puerto, Chile"
us6000jqad,2023-02-20 14:13:12.396,-23.4196,-69.1094,99.369,4.1,mb,"108 km S of Calama, Chile"
us6000jqb0,2023-02-20 15:58:02.482,-20.7701,-67.8879,178.497,4.0,mb,"63 km NE of Ollagüe, Chile"
us6000jqgm,2023-02-21 01:13:59.879,-19.0786,-70.1661,64.453,4.1,mb,"9 km N of Cuya, Chile"
us6000jqnl,2023-02-21 23:22:31.418,-22.0482,-68.606,132.951,4.1,mb,"55 km NE of Calama, Chile"
us6000jqq0,2023-02-22 04:39:35.190,-18.0318,-69.7648,118.711,4.3,mb,"35 km SE of Palca, Peru"
us6000jqt5,2023-02-22 13:30:59.792,-24.0255,-66.9747,217.258,4.2,mwr,"70 km WNW of San Antonio de los Cobres, Argentina"
us6000jquj,2023-02-22 15:18:04.419,-20.9028,-69.0221,106.311,4.2,mwr,"87 km WNW of Ollagüe, Chile"
us6000jqup,2023-02-22 15:51:40.842,-30.1063,-72.15,10.735,4.1,mwr,"79 km WSW of Coquimbo, Chile"
us6000jqv1,2023-02-22 17:47:55.180,-35.7431,-73.1611,35.0,4.1,mb,"Off the coast of Maule, Chile"
us6000jqvf,2023-02-22 18:18:25.823,-35.7033,-73.149,35.0,4.3,mb,"78 km WSW of Constitución, Chile"
us6000jqxb,2023-02-23 00:30:41.948,-22.1357,-67.3195,198.598,4.2,mb,"124 km NE of San Pedro de Atacama, Chile"
us6000jqyb,2023-02-23 03:18:56.181,-30.3563,-71.8526,27.94,4.7,mb,"Near the coast of Coquimbo, Chile"
us6000jqyf,2023-02-23 03:22:10.226,-30.39,-71.6309,31.937,4.7,mb,"Near the coast of Coquimbo, Chile"
us6000jqzy,2023-02-23 10:23:36.021,-33.901,-73.2549,10.0,5.5,mww,"156 km WSW of San Antonio, Chile"
us6000jr0f,2023-02-23 13:01:20.710,-24.0007,-66.7536,182.599,5.3,mww,"50 km WNW of San Antonio de los Cobres, Argentina"
us6000jr2q,2023-02-23 18:38:08.514,-23.2017,-68.661,103.663,4.1,mb,"57 km SW of San Pedro de Atacama, Chile"
us6000jr52,2023-02-23 23:34:36.277,-26.7049,-71.3113,21.621,4.3,mb,"Off the coast of Atacama, Chile"
us6000jr5j,2023-02-24 00:37:16.002,-32.0873,-71.8963,13.367,4.2,mwr,"74 km WNW of La Ligua, Chile"
us6000jr5n,2023-02-24 00:57:53.953,-32.0852,-71.8367,34.416,4.0,mb,"70 km NW of La Ligua, Chile"
us6000jr66,2023-02-24 02:35:11.577,-21.3933,-66.8419,223.154,4.3,mb,"Potosi, Bolivia"
us6000jr7b,2023-02-24 06:12:04.471,-21.9639,-68.5587,124.417,4.3,mb,"66 km NE of Calama, Chile"
us6000jrcg,2023-02-24 15:59:10.977,-24.3835,-67.4605,196.304,4.3,mb,"117 km W of San Antonio de los Cobres, Argentina"
us6000jrfw,2023-02-24 23:31:03.088,-25.0478,-70.9076,24.112,4.2,mb,"58 km NW of Taltal, Chile"
us6000jri2,2023-02-25 07:05:20.435,-21.6383,-70.2945,24.748,4.2,mb,"51 km N of Tocopilla, Chile"
us6000jrkg,2023-02-25 16:25:15.044,-36.8676,-73.415,23.691,4.4,mwr,"30 km NW of Coronel, Chile"
us6000jrmg,2023-02-25 23:43:45.778,-21.482,-66.8791,222.858,4.2,mb,"91 km SW of Atocha, Bolivia"
us6000jrt4,2023-02-26 23:32:19.277,-22.7219,-66.1174,265.571,4.1,mb,"Jujuy, Argentina"
us6000jrx4,2023-02-27 12:08:26.088,-21.5823,-66.8547,213.359,4.5,mb,"97 km SW of Atocha, Bolivia"
us6000jrxd,2023-02-27 12:53:24.442,-22.5394,-68.8458,112.641,4.3,mwr,"12 km SE of Calama, Chile"
us6000jrxt,2023-02-27 14:08:22.980,-26.7414,-70.1718,94.644,4.5,mwr,"Near the coast of Atacama, Chile"
us7000jg3i,2023-02-27 20:52:36.147,-21.8112,-68.6902,121.259,4.5,mwr,"75 km NNE of Calama, Chile"
us7000jg4r,2023-02-27 23:47:42.169,-21.0892,-68.9473,123.433,4.5,mb,Chile-Bolivia border region
us7000jg5d,2023-02-28 01:45:21.698,-20.9729,-70.8725,22.808,4.0,mb,"108 km SW of La Tirana, Chile"
us7000jg5e,2023-02-28 01:48:24.525,-20.9867,-70.8467,10.0,4.2,mb,"108 km SW of La Tirana, Chile"
us7000jg64,2023-02-28 04:54:38.224,-21.6065,-68.5208,135.132,4.4,mb,Chile-Bolivia border region
us7000jg7p,2023-02-28 08:35:56.832,-24.0483,-66.7832,196.31,4.0,mb,"50 km WNW of San Antonio de los Cobres, Argentina"
us7000jg7t,2023-02-28 09:05:30.582,-30.0714,-71.3574,53.825,4.1,mb,"13 km S of Coquimbo, Chile"
us7000jg8l,2023-02-28 13:19:43.684,-19.0466,-71.0023,35.0,4.0,mb,"87 km W of Cuya, Chile"
us7000jgbr,2023-02-28 20:10:34.211,-21.9423,-68.5108,141.299,4.1,mb,"71 km NE of Calama, Chile"
us7000jgey,2023-03-01 04:19:05.156,-22.1603,-68.9388,102.015,4.1,mb,"32 km N of Calama, Chile"
us7000jgip,2023-03-01 08:09:15.245,-17.7088,-74.5254,10.0,4.7,mb,"191 km SSW of Atico, Peru"
us7000jglx,2023-03-01 16:36:45.601,-17.732,-69.311,153.254,4.0,mb,"69 km E of Palca, Peru"
us7000jglz,2023-03-01 16:54:36.266,-34.7881,-71.8496,39.174,4.3,mb,"47 km WSW of Santa Cruz, Chile"
us7000jgnt,2023-03-01 22:55:08.156,-20.9906,-67.635,211.235,4.1,mb,"69 km ENE of Ollagüe, Chile"
us7000jgqb,2023-03-02 01:51:44.914,-24.455,-67.0867,163.002,4.3,mb,"82 km WSW of San Antonio de los Cobres, Argentina"
us7000jgt8,2023-03-02 13:47:34.483,-41.0493,-74.0589,29.779,3.9,ml,"Off the coast of Los Lagos, Chile"
us7000jgy7,2023-03-03 00:32:16.226,-20.1684,-69.0431,113.67,4.0,mb,"66 km ENE of La Tirana, Chile"
us7000jgyn,2023-03-03 01:53:26.271,-17.1247,-72.6624,18.572,5.3,mww,"51 km SSW of Quilca, Peru"
us7000jgzl,2023-03-03 07:19:54.899,-33.5539,-72.0744,21.121,4.1,mwr,"43 km W of Cartagena, Chile"
us7000jgzx,2023-03-03 09:48:01.960,-21.3856,-68.9003,127.25,4.1,mb,"69 km WSW of Ollagüe, Chile"
us7000jh5i,2023-03-03 18:58:36.720,-23.5068,-69.2498,83.828,4.3,mb,"Antofagasta, Chile"
us7000jhe6,2023-03-05 01:06:10.236,-22.0699,-70.346,55.857,4.1,mb,"15 km W of Tocopilla, Chile"
us7000jhil,2023-03-05 22:07:17.242,-28.1573,-71.4059,25.343,4.4,mwr,"78 km NW of Vallenar, Chile"
us7000jhkz,2023-03-06 07:34:51.320,-29.6506,-71.5163,59.292,5.0,mww,"37 km NNW of Coquimbo, Chile"
us7000jhu8,2023-03-07 07:22:26.462,-24.325,-67.1058,167.583,4.5,mb,"80 km W of San Antonio de los Cobres, Argentina"
us7000jhuh,2023-03-07 07:52:12.308,-23.1509,-69.5523,91.732,4.5,mb,"90 km S of María Elena, Chile"
us7000ji25,2023-03-08 04:27:51.206,-21.9854,-68.6571,128.041,4.3,mb,"58 km NNE of Calama, Chile"
us7000ji47,2023-03-08 09:00:22.344,-33.8468,-73.3156,10.0,4.3,mb,"160 km W of San Antonio, Chile"
us7000jicj,2023-03-09 02:02:01.855,-19.5405,-69.814,35.0,4.2,mwr,"47 km WSW of Camiña, Chile"
us7000jig2,2023-03-09 12:56:35.255,-20.7772,-69.7446,52.44,4.0,ml,"49 km S of La Tirana, Chile"
us7000jikf,2023-03-09 17:42:54.461,-37.1081,-74.0031,10.0,4.3,mwr,"62 km WNW of Arauco, Chile"
us7000jimb,2023-03-09 21:30:00.348,-23.1068,-69.3513,96.586,4.2,mb,"84 km SSW of Calama, Chile"
us7000jip4,2023-03-10 01:16:18.486,-21.1635,-68.44,126.018,4.4,mb,"20 km WNW of Ollagüe, Chile"
us7000jj23,2023-03-11 04:13:44.987,-41.302,-73.8421,45.648,4.5,mwr,"63 km N of Ancud, Chile"
us7000jj3f,2023-03-11 08:27:42.007,-22.0874,-68.8431,113.289,4.4,mwr,"41 km NNE of Calama, Chile"
us7000jjar,2023-03-12 07:01:33.991,-24.3369,-67.401,216.652,4.3,mb,"110 km W of San Antonio de los Cobres, Argentina"
us7000jji3,2023-03-13 10:14:49.943,-24.1232,-66.7042,192.512,4.5,mb,"40 km WNW of San Antonio de los Cobres, Argentina"
us7000jjll,2023-03-13 19:19:15.151,-17.6195,-70.3845,97.615,4.9,mww,"22 km SW of Chipispaya, Peru"
us7000jjnk,2023-03-13 22:50:44.530,-28.1851,-67.4981,128.604,5.2,mww,"15 km SSE of Tinogasta, Argentina"
us7000jjs2,2023-03-14 07:11:14.718,-26.9138,-71.2468,11.804,4.5,mb,"103 km WNW of Copiapó, Chile"
us7000jjwt,2023-03-14 19:56:39.183,-38.3815,-75.2656,8.0,5.5,mww,"165 km WSW of Lebu, Chile"
us7000jjxc,2023-03-14 20:55:44.209,-17.5274,-69.4513,169.435,4.5,mb,"60 km E of Estique, Peru"
us7000jk2y,2023-03-15 09:35:42.096,-28.3108,-70.5426,71.562,4.2,mb,"Atacama, Chile"
us7000jk9s,2023-03-15 21:35:21.372,-24.3668,-70.8414,32.261,4.0,mwr,"91 km SSW of Antofagasta, Chile"
us7000jlrs,2023-03-16 05:42:13.684,-24.1351,-67.4476,186.958,4.2,mb,"115 km W of San Antonio de los Cobres, Argentina"
us7000jkrt,2023-03-17 08:07:03.258,-18.4702,-71.3185,27.319,4.2,mb,"91 km S of Pacocha, Peru"
us7000jl0p,2023-03-18 04:14:23.376,-36.0348,-73.6672,6.678,4.0,mb,"90 km NW of Tomé, Chile"
us7000jl1c,2023-03-18 06:50:07.109,-19.7452,-66.9186,238.157,4.6,mb,"61 km N of Colchani, Bolivia"
us7000jl36,2023-03-18 15:41:44.252,-33.3296,-68.4268,37.376,4.8,mww,"27 km S of San Martín, Argentina"
us7000jl58,2023-03-18 20:30:07.781,-23.0803,-68.8667,97.714,4.6,mwr,"69 km S of Calama, Chile"
us7000jl62,2023-03-19 00:25:24.364,-28.1,-71.5544,27.583,4.1,mb,"94 km NW of Vallenar, Chile"
us7000jlf6,2023-03-20 13:39:54.492,-18.2849,-70.4781,79.629,4.3,mb,"28 km NW of Arica, Chile"
us7000jlk9,2023-03-21 01:24:51.219,-18.2272,-71.2929,37.083,4.1,mb,"64 km S of Pacocha, Peru"
us7000jlka,2023-03-21 01:42:24.117,-24.3377,-69.7809,71.113,3.8,ml,"98 km SE of Antofagasta, Chile"
us7000jlpd,2023-03-21 17:38:13.470,-33.6108,-71.3399,60.008,5.6,mww,"14 km NW of Melipilla, Chile"
us7000jlxp,2023-03-22 15:18:50.459,-23.5107,-66.4676,213.706,5.3,mww,"79 km N of San Antonio de los Cobres, Argentina"
us7000jlxs,2023-03-22 15:38:37.068,-22.7534,-68.9833,110.577,4.4,mb,"33 km S of Calama, Chile"
us7000jlxu,2023-03-22 16:00:34.663,-23.4224,-66.4954,228.0,6.4,mww,"86 km WSW of El Aguilar, Argentina"
us7000jm40,2023-03-23 05:19:51.287,-18.2303,-73.3661,10.0,4.0,mb,"190 km SSW of Camaná, Peru"
us7000jm46,2023-03-23 05:43:54.886,-34.0791,-70.2668,118.525,4.0,mb,"37 km ENE of Machalí, Chile"
us7000jm9s,2023-03-23 21:24:11.575,-36.6925,-70.3526,159.043,4.5,mwr,"41 km WNW of Barrancas, Argentina"
us7000jmc5,2023-03-24 04:33:26.000,-22.9976,-66.4611,244.713,4.2,mb,"83 km WNW of El Aguilar, Argentina"
us7000jmcm,2023-03-24 06:13:23.735,-30.0612,-71.4064,67.433,4.0,mb,"13 km SSW of Coquimbo, Chile"
us7000jmn5,2023-03-25 07:30:14.915,-22.9052,-68.7976,116.001,4.5,mwr,"51 km SSE of Calama, Chile"
